City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
357,Red Bluff,US,80.6,clear sky,40.1785,-122.2358,Hampton Inn & Suites Red Bluff
358,Calabar,NG,79.12,scattered clouds,4.9517,8.322,NAKS Hotels (Formerly NAF Club)
359,Faanui,PF,82.45,broken clouds,-16.4833,-151.75,Bora-Bora Pearl Beach Resort & Spa
363,Bambous Virieux,MU,75.99,light rain,-20.3428,57.7575,Casa Tia Villa
364,Monte Patria,CL,69.51,clear sky,-30.6919,-70.9467,Hotel Monte Cordillera
369,Sampit,ID,76.5,overcast clouds,-2.5333,112.95,Aquarius Boutique Hotel Sampit
371,General Pico,AR,63.25,clear sky,-35.6566,-63.7568,Hotel Malargue
372,Kralendijk,BQ,78.8,broken clouds,12.15,-68.2667,Divi Flamingo Beach Resort & Casino
375,Launceston,AU,66.2,overcast clouds,-41.45,147.1667,Hotel Grand Chancellor Launceston
378,Keffi,NG,82.4,haze,8.8486,7.8736,Imam Family
379,Kaya,BF,81.61,clear sky,13.0917,-1.0844,Maison de l'appelé
380,Garowe,SO,68.88,few clouds,8.4054,48.4845,Curubo Hotel
383,Marabba,SD,80.55,broken clouds,12.35,32.1833,
384,Manaure,CO,80.56,broken clouds,11.7751,-72.4445,Hotel Palaaima
386,Dera Bugti,PK,72.05,clear sky,29.0307,69.151,Nawab Bugti House
388,Miri,MY,77.0,scattered clouds,4.4148,114.0089,"Mega Hotel, Miri"
389,Tucuman,AR,68.0,mist,-26.8241,-65.2226,HOTEL MIAMI
392,Tuy Hoa,VN,77.43,broken clouds,13.0833,109.3,CenDeluxe Hotel Tuy Hoa
394,Acajutla,SV,82.0,clear sky,13.5928,-89.8275,asi es
395,Wattegama,LK,72.73,broken clouds,6.7989,81.4808,
396,Touros,BR,78.8,few clouds,-5.1989,-35.4608,INN NEW HORIZON
398,Mendi,PG,61.3,overcast clouds,-6.1761,143.6513,Kiburu Lodge
401,Iracoubo,GF,77.16,broken clouds,5.4802,-53.2011,Le Gite D Iracoubo
402,Nhulunbuy,AU,77.0,light rain,-12.2333,136.7667,East Arnhem Real Estate
404,Luanda,AO,80.6,scattered clouds,-8.8368,13.2343,LANDU MARINEZA LUFUANDU TONI
405,Boa Vista,BR,84.2,few clouds,2.8197,-60.6733,Aipana Plaza Hotel
408,Kassala,SD,84.04,overcast clouds,15.451,36.4,Amassi Hotel Gash
411,Taoudenni,ML,82.69,broken clouds,22.6783,-3.9836,
413,Mandeville,JM,82.4,few clouds,18.0417,-77.5071,Mandeville Hotel
415,Kirakira,SB,81.64,broken clouds,-10.4544,161.9205,SanBiz Lodge
416,Ocos,GT,89.6,clear sky,14.5094,-92.1933,Auto Hotel El Soñador
418,Merauke,ID,80.02,overcast clouds,-8.4667,140.3333,PC
422,Tchollire,CM,76.19,overcast clouds,8.4022,14.1698,"Auberge ""l'amicale"""
423,Belawan,ID,78.8,scattered clouds,3.7755,98.6832,Lilik Hidayat Pulungan
424,Atar,MR,84.7,overcast clouds,20.5169,-13.0499,Oumou Elghoura
425,Sal Rei,CV,68.0,broken clouds,16.1833,-22.9167,Marine Club Beach Resort
427,Tomatlan,MX,83.14,broken clouds,19.9333,-105.25,Norma franco
428,Mbaiki,CF,74.53,overcast clouds,3.8678,17.9892,
430,Torata,PE,60.91,broken clouds,-17.0769,-70.8433,Lodging Sra. Tina Vera
434,High Rock,BS,78.8,broken clouds,26.6208,-78.2833,Hideaway Bahamas Beach Club
436,Agadez,NE,68.36,clear sky,19.75,10.25,
437,Collie,AU,63.0,overcast clouds,-33.3667,116.15,Collie Ridge
438,Santa Cruz,BO,77.0,broken clouds,-17.8,-63.1667,Aviador Hotel Boutique
439,Sabang,ID,81.54,overcast clouds,5.8933,95.3214,Hotel Citra
440,Yulara,AU,69.8,clear sky,-25.2406,130.9889,Desert Gardens Hotel - Ayers Rock Resort
441,Tsaratanana,MG,71.33,broken clouds,-16.7833,47.65,
442,Souillac,MU,75.2,broken clouds,-20.5167,57.5167,Shanti Maurice Resort & Spa
444,Dingle,PH,81.21,overcast clouds,10.9995,122.6711,SEGAYA PROPERTY
448,Te Anau,NZ,61.86,scattered clouds,-45.4167,167.7167,Kingsgate Hotel Te Anau
449,Tsabong,BW,72.01,scattered clouds,-26.0217,22.401,Springbok Motel
450,San Andres,CO,84.2,broken clouds,12.5847,-81.7006,Hotel Arena Blanca
451,Loikaw,MM,67.98,clear sky,19.6742,97.2094,Myat Nan Taw Hotel
452,Malayal,PH,78.8,broken clouds,7.208,121.942,
457,Phibun Mangsahan,TH,82.4,few clouds,15.2447,105.2291,ซันนี่ รีสอร์ท
458,Dhanbad,IN,75.56,clear sky,23.8,86.45,Capital O 48963 Gulmohar Marriage Garden Saver
460,Moree,AU,71.6,clear sky,-29.4667,149.85,Molika Springs Motel
463,Ormara,PK,81.12,clear sky,25.2088,64.6357,Crystal Beach and Camping Resort Ormara
464,Mudgee,AU,66.0,clear sky,-32.5943,149.5871,Parklands Resort & Conference Centre
465,Wenling,CN,68.0,overcast clouds,28.3669,121.36,Hanting Express Wenling Wanchang North Road
467,Mindelo,CV,69.8,broken clouds,16.8901,-24.9804,Hotel Gaudi
468,Vila Velha,BR,73.4,broken clouds,-20.3297,-40.2925,Quality Suites Vila Velha
469,Arouca,TT,75.99,broken clouds,10.6333,-61.3333,Palms Hotel Trinidad
471,Mananara,MG,73.47,light rain,-16.1667,49.7667,Chez Roger
472,Ternate,ID,82.33,overcast clouds,0.8,127.4,Grand Dafam Bela Ternate
473,Moron,AR,69.01,clear sky,-34.6534,-58.6198,Hotel Morón
474,Matara,LK,77.79,overcast clouds,5.9485,80.5353,Amaloh Boutique Resort
477,Morrope,PE,73.4,clear sky,-6.5417,-80.0111,Hipolito santamaria
478,Buraydah,SA,78.8,few clouds,26.326,43.975,فندق راحة السلام
483,Victor Harbor,AU,82.99,few clouds,-35.5667,138.6167,McCracken Country Club
484,Noumea,NC,82.0,light rain,-22.2763,166.4572,Hôtel Le Lagon
485,Safford,US,80.6,clear sky,32.834,-109.7076,SpringHill Suites by Marriott Thatcher
486,Sorong,ID,82.22,broken clouds,-0.8833,131.25,The Waigo Hotel
488,Yarada,IN,80.6,mist,17.65,83.2667,Jeevan
490,Thomaston,US,63.0,moderate rain,32.8882,-84.3266,Days Inn by Wyndham Thomaston
491,Praya,CV,69.8,broken clouds,14.9215,-23.5087,LT Aparthotel
495,Kieta,PG,85.5,clear sky,-6.2167,155.6333,Uruna Bay Retreat
499,Maceio,BR,77.0,few clouds,-9.6658,-35.7353,Poutur Pousada
502,Nacala,MZ,69.57,few clouds,-14.5428,40.6728,Afrin Nacala Hotel
503,Sadiqabad,PK,76.68,clear sky,28.3062,70.1307,MIDWAY HOTEL & RESTAURANT
504,Eydhafushi,MV,83.57,scattered clouds,5.1033,73.0708,Soneva Fushi
505,Neuquen,AR,75.2,clear sky,-38.9516,-68.0591,Hotel del Comahue
507,Jiaxing,CN,60.8,light rain,30.7522,120.75,Jiaxing Sunny Hotel
509,Bentong,MY,79.0,overcast clouds,3.5181,101.9079,Tras Mutiara Hotel Bentong
511,Mildura,AU,78.01,clear sky,-34.2,142.15,Mercure Hotel Mildura
513,Pimentel,PE,73.4,clear sky,-6.8367,-79.9342,Casona Del Muelle
514,Odienne,CI,82.26,scattered clouds,9.51,-7.5692,Oustaz Vame DIAKITE
516,Marawi,PH,80.01,light rain,7.9986,124.2928,Derogongan Residence
517,Rosarito,MX,89.6,clear sky,32.3333,-117.0333,Hotel Festival Plaza Rosarito
519,Imbituba,BR,71.6,clear sky,-28.24,-48.6703,Praia Hotel Imbituba
521,Pyapon,MM,76.21,clear sky,16.2833,95.6833,Aung Naing Thu Motel
522,San Luis,AR,63.66,clear sky,-33.295,-66.3356,Huarpes Hotel
523,Ouro Branco,BR,62.02,clear sky,-20.5208,-43.6919,Hotel Verdes Mares
524,Safaga,EG,62.6,clear sky,26.7292,33.9365,Lamar Resort Abu Soma
525,Ruwi,OM,77.0,clear sky,23.5996,58.5507,Al Falaj Hotel
526,Timbiqui,CO,76.68,light rain,2.7717,-77.6654,hotel diana
527,Baghdad,IQ,64.4,clear sky,33.3406,44.4009,Baghdad Hotel
528,Yol,IN,60.19,clear sky,32.1667,76.2,Gopal Hotel & Restaurant - Best Restaurant in Kangra / Food Restaurant in Dharmashala / Food Junction in Dharamshala / Restaurant Near Me
529,Sembe,CG,71.62,overcast clouds,1.6481,14.5806,
531,Vanimo,PG,80.19,overcast clouds,-2.6741,141.3028,Vahmoneh Lodge Vanimo
533,Yenagoa,NG,78.6,few clouds,4.9247,6.2642,Aridolf Resort Wellness and Spa
537,Cayenne,GF,80.01,few clouds,4.9333,-52.3333,Hôtel Le Dronmi
540,Barreiras,BR,74.61,broken clouds,-12.1528,-44.99,Príncipe Hotel
541,Filadelfia,US,61.0,moderate rain,39.9523,-75.1638,"The Ritz-Carlton, Philadelphia"
543,Buala,SB,83.5,light rain,-8.145,159.5921,Maringe Lagoon Lodge
545,Banda Aceh,ID,78.64,overcast clouds,5.5577,95.3222,Sulthan Hotel International
548,Kindia,GN,76.73,scattered clouds,10.0569,-12.8658,LES EAUX DE KILISSI
549,Batemans Bay,AU,71.01,scattered clouds,-35.7167,150.1833,Batemans Bay Marina Resort
550,Mato Verde,BR,78.98,broken clouds,-15.3972,-42.8664,Quality Hotel
551,Burewala,PK,64.17,clear sky,30.1667,72.65,Siddique asi
553,Oranjestad,AW,80.6,few clouds,12.524,-70.027,Divi Village Golf & Beach Resort
555,Tignere,CM,70.47,broken clouds,7.3667,12.65,SADECK
557,Alice Springs,AU,64.4,clear sky,-23.7,133.8833,Desert Palms Alice Springs
560,Dhing,IN,67.03,clear sky,26.4667,92.4667,Girl's Dormitory
562,Niono,ML,82.35,few clouds,14.2526,-5.993,Hôtel Campement
563,Charlestown,AU,73.99,broken clouds,-32.95,151.6667,Panorama Motor Inn Hotel
565,Bathurst,AU,63.0,few clouds,-33.4166,149.5806,Bathurst Motor Inn
566,Shimoda,JP,60.8,broken clouds,34.6667,138.95,Shimoda Tokyu Hotel
567,North Bend,US,64.4,clear sky,43.4065,-124.2243,Red Lion Hotel Coos Bay
568,Laborie,LC,78.8,scattered clouds,13.75,-60.9833,QR Quality Rooms Cedar Palm Villa
569,Itacarambi,BR,82.08,broken clouds,-15.1022,-44.0919,POUSADA CAMALEÃO
571,Liwale,TZ,66.11,overcast clouds,-9.7667,37.9333,Samoma Lodge
573,Oyama,JP,62.01,broken clouds,36.3,139.8,Toyoko Inn Oyama-eki Higashi-guchi No.1
577,Kathu,TH,84.0,scattered clouds,7.9178,98.3332,Novotel Phuket Resort
580,Namibe,AO,75.07,overcast clouds,-15.1961,12.1522,Hotel Chik Chik Namibe
583,Prescott,US,66.99,clear sky,34.54,-112.4685,Prescott Resort & Conference Center
584,Bathsheba,BB,78.8,scattered clouds,13.2167,-59.5167,Atlantis Hotel
585,Innisfail,AU,80.06,overcast clouds,-17.5333,146.0333,Moondarra Motel
586,Martapura,ID,75.2,moderate rain,-3.4167,114.85,Montana Hotel Syariah
589,Diu,IN,74.95,scattered clouds,20.7141,70.9822,Hotel Relax Inn
594,Magadi,IN,73.4,few clouds,12.9667,77.2333,Mindri of Magadi
595,Chiungutwa,TZ,67.33,broken clouds,-10.8833,38.9833,
597,Katsuura,JP,64.0,overcast clouds,35.1333,140.3,Katsuura Hotel Mikazuki
599,Karratha,AU,83.98,clear sky,-20.7377,116.8463,ibis Styles Karratha
600,Fukue,JP,60.8,clear sky,32.6881,128.8419,Goto Guesthouse Utojuku & SA Car Rental
601,Paragominas,BR,73.22,overcast clouds,-2.9667,-47.4833,.
604,Kasongo-Lunda,CD,69.46,overcast clouds,-6.4667,16.8167,
609,Beloha,MG,64.99,clear sky,-25.1667,45.05,
613,Kutum,SD,64.51,few clouds,14.2,24.6667,Dibbo areaمنطقة دبو
616,Kyabe,TD,82.63,clear sky,9.4515,18.9449,
617,Mahajanga,MG,78.22,light rain,-15.7167,46.3167,Restaurant Greedy Coco Lodge Majunga
619,Celestun,MX,79.81,broken clouds,20.8667,-90.4,Posada Lilia
620,Zhenhai,CN,69.8,mist,24.2582,118.0905,Xiamen Onehigh Pavilion Homestay
621,Manokwari,ID,82.24,overcast clouds,-0.8667,134.0833,Swiss Belhotel Manokwari
624,Pitimbu,BR,80.6,few clouds,-7.4706,-34.8086,Reserva do Abiaí
625,Ialibu,PG,61.39,overcast clouds,-6.2821,143.9935,Eastwood Guesthouse
626,Madhupur,IN,74.34,clear sky,24.25,86.65,Hotel Kumar International
628,Naguabo,PR,77.0,scattered clouds,18.2116,-65.7349,Rodríguez Apartments & Doña Ana Resorts
630,Nishihara,JP,75.2,broken clouds,26.1842,127.7558,Minshuku Agaihama
632,Lompoc,US,75.0,clear sky,34.6391,-120.4579,Holiday Inn Express Lompoc
633,The Valley,AI,77.0,few clouds,18.217,-63.0578,CeBlue Villas & Beach Resort
634,Mount Isa,AU,84.2,clear sky,-20.7333,139.5,ibis Styles Mt Isa Verona
636,Abeche,TD,73.72,scattered clouds,13.8292,20.8324,Assaleh Hamdan Haroune
638,San Felipe,VE,72.19,overcast clouds,10.3399,-68.7425,Posada Llovizna Rodríguez
640,Hervey Bay,AU,73.0,overcast clouds,-25.2986,152.8535,Shelly Bay Resort
641,Sterling,US,63.0,overcast clouds,39.0062,-77.4286,Hampton Inn & Suites Washington-Dulles International Airport
642,Ewa Beach,US,84.2,few clouds,21.3156,-158.0072,Uncle Junior Robert
644,Lethem,GY,82.76,broken clouds,3.3803,-59.7968,Savannah Inn
646,Soyo,AO,77.0,overcast clouds,-6.1349,12.3689,Hotel Mpampa
648,Gorontalo,ID,82.89,overcast clouds,0.5412,123.0595,Maqna Hotel by Prasanthi
649,Mocuba,MZ,63.05,clear sky,-16.8392,36.9856,Phama Lodge
651,Salalah,OM,78.8,clear sky,17.0151,54.0924,HAMDAN PLAZA HOTEL SALALAH
652,San Rafael,AR,70.29,few clouds,-34.6177,-68.3301,Hotel San Rafael
656,Beira,MZ,71.22,broken clouds,-19.8436,34.8389,Beira Terrace Hotel
658,Lagos,NG,82.4,few clouds,6.5833,3.75,
659,Sao Jose Da Coroa Grande,BR,79.38,broken clouds,-8.8978,-35.1478,Crôa Mares Hotel
660,Champerico,GT,87.8,scattered clouds,14.3,-91.9167,"Hotel y restaurante ""El Diamante"""
661,Lakhtar,IN,76.57,clear sky,22.85,71.7833,Firdaus Society
662,Salinopolis,BR,77.63,moderate rain,-0.6136,-47.3561,Salinas Park Resort Maçarico AP101
663,Mbini,GQ,77.0,few clouds,1.574,9.6134,
665,Tonj,SS,83.01,broken clouds,7.2737,28.6822,
666,Yulin,CN,76.17,broken clouds,22.6333,110.15,罗弟天海大厦
668,Brufut,GM,69.8,clear sky,13.3814,-16.7518,Sheraton Gambia Hotel Resort & Spa
670,General Roca,AR,75.2,clear sky,-39.0333,-67.5833,Hotel y Casino del Río General Roca
674,Cockburn Town,TC,77.0,scattered clouds,21.4612,-71.1419,Osprey Beach Hotel
675,Alyangula,AU,86.0,overcast clouds,-13.8483,136.4192,Groote Eylandt Lodge
676,Goure,NE,75.0,clear sky,13.9835,10.2704,
677,Najran,SA,68.0,clear sky,17.4924,44.1277,محمد هادي ال فطيح
680,Dzilam Gonzalez,MX,80.89,scattered clouds,21.2833,-88.9333,posadas
683,Jega,NG,79.77,clear sky,12.2175,4.3792,ALH. Nasiru Ibrahim
684,Morant Bay,JM,84.2,few clouds,17.8815,-76.4093,Whispering Bamboo Cove Resort
686,Jutai,BR,72.01,broken clouds,-5.1833,-68.9,
687,Tabou,CI,78.8,broken clouds,4.423,-7.3528,hotêl doufoulougou
688,Corrente,BR,73.72,overcast clouds,-3.7367,-43.3394,Chapadinhense Hotel
689,Junin,AR,63.0,clear sky,-34.5838,-60.9433,Hotel Copahue
690,Lambarene,GA,72.16,overcast clouds,-0.7001,10.2406,Le Refuge
691,Macaparana,BR,75.2,clear sky,-7.5547,-35.4531,Hotel Martins
692,Arraias,BR,75.13,scattered clouds,-12.9288,-46.9437,Hotel Japão
693,Auki,SB,81.3,broken clouds,-8.7676,160.7034,Auki Motel
694,Maturin,VE,76.06,broken clouds,9.75,-63.1767,Hotel Residencial La Pichincha
695,Bac Lieu,VN,81.55,overcast clouds,9.285,105.7244,Khách sạn Sài Gòn Bạc Liêu
696,George Town,MY,80.6,few clouds,5.4112,100.3354,Cititel Penang
697,Venado Tuerto,AR,64.0,clear sky,-33.7456,-61.9688,Hotel - Miro Park
699,Gamba,GA,73.31,overcast clouds,-2.65,10.0,
700,Biltine,TD,73.8,few clouds,14.5333,20.9167,Hôtel Trois Étoiles de Biltine
702,Conceicao Do Araguaia,BR,75.11,overcast clouds,-8.2578,-49.2647,Tarumã Tropical Hotel
704,Minna,NG,86.0,haze,9.6139,6.5569,Royal Park hotel & suites
706,Kusti,SD,79.63,scattered clouds,13.1629,32.6635,فندق الكوباري - Kobari Hotel
708,Dedougou,BF,82.78,clear sky,12.4667,-3.4667,Hôtel Bon Séjour
